Waktu,Tipe Kejadian,Kabupaten / Kota,Cuaca,Tingkatan
31/01/2023 21.23.00,Banjir,Lamongan Kabupaten,Hujan Lebat,TINGGI
28/01/2023 23.00.59,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
28/01/2023 17.00.00,Banjir,Blitar Kabupaten,Berawan,RENDAH
28/01/2023 15.00.00,Banjir,Situbondo Kabupaten,Hujan Ringan,RENDAH
28/01/2023 09.30.00,Banjir,Kediri Kabupaten,Berawan,RENDAH
28/01/2023 08.00.00,Banjir,Gresik Kabupaten,Berawan,RENDAH
27/01/2023 22.00.00,Banjir,Sidoarjo Kabupaten,Hujan Sedang - Lebat,TINGGI
27/01/2023 19.15.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
27/01/2023 18.00.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
25/01/2023 20.30.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
25/01/2023 19.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
25/01/2023 17.00.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
25/01/2023 16.00.00,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
22/01/2023 21.00.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
22/01/2023 02.30.00,Banjir,Pasuruan Kabupaten,Hujan,RENDAH
21/01/2023 12.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
19/01/2023 06.00.57,Banjir,Bangkalan Kabupaten,Hujan Ringan,RENDAH
18/01/2023 17.00.00,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
18/01/2023 04.45.00,Banjir,Gresik Kabupaten,Hujan,RENDAH
18/01/2023 01.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
17/01/2023 14.30.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
14/01/2023 17.30.38,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
08/01/2023 04.00.00,Banjir,Bangkalan Kabupaten,Hujan,SEDANG
03/01/2023 18.00.00,Banjir,Situbondo Kabupaten,Hujan,SEDANG
02/01/2023 20.30.00,Banjir,Situbondo Kabupaten,Hujan Lebat,SEDANG
02/01/2023 17.30.00,Banjir,Situbondo Kabupaten,Hujan,RENDAH
31/12/2022 22.00.00,Banjir,Sumenep Kabupaten,Hujan,SEDANG
31/12/2022 22.00.00,Banjir,Sumenep Kabupaten,Hujan Lebat,SEDANG
31/12/2022 18.00.00,Banjir,Pamekasan Kabupaten,Hujan Deras,TINGGI
31/12/2022 17.00.00,Banjir,Sampang Kabupaten,Hujan,RENDAH
31/12/2022 16.00.00,Banjir,Sampang Kabupaten,Hujan Sedang - Lebat,SEDANG
31/12/2022 14.00.00,Banjir,Sampang Kabupaten,Hujan Intensitas Sedang - Tinggi,SEDANG
31/12/2022 09.33.00,Banjir,Lamongan Kabupaten,Hujan Lebat,RENDAH
31/12/2022 06.20.00,Banjir Rob,Tuban Kabupaten,Hujan,RENDAH
31/12/2022 05.30.00,Banjir,Bangkalan Kabupaten,Hujan Ringan - Lebat,TINGGI
31/12/2022 05.30.00,Banjir,Bangkalan Kabupaten,Hujan Intensitas Ringan - Tinggi,TINGGI
29/12/2022 13.30.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
28/12/2022 23.00.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
28/12/2022 23.00.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
28/12/2022 21.15.00,Banjir,Probolinggo Kabupaten,Hujan,SEDANG
28/12/2022 21.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
28/12/2022 21.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
28/12/2022 21.00.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
28/12/2022 19.26.50,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
28/12/2022 19.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
28/12/2022 18.40.00,Banjir,Jember Kabupaten,Hujan,RENDAH
28/12/2022 17.30.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
28/12/2022 17.00.00,Banjir,Lumajang Kabupaten,Hujan,RENDAH
28/12/2022 15.00.00,Banjir,Jember Kabupaten,Hujan Lebat,SEDANG
26/12/2022 16.00.00,Banjir,Gresik Kabupaten,Hujan Lebat,TINGGI
25/12/2022 17.45.01,Banjir,Bondowoso Kabupaten,Cerah Berawan,RENDAH
24/12/2022 01.00.00,Banjir Rob,Sumenep Kabupaten,Hujan,RENDAH
23/12/2022 20.00.00,Banjir Rob,Situbondo Kabupaten,Berawan,SEDANG
23/12/2022 19.00.00,Banjir,Madiun Kabupaten,Berawan,RENDAH
23/12/2022 18.00.00,Banjir,Situbondo Kabupaten,Hujan Lebat,RENDAH
23/12/2022 17.35.00,Banjir Rob,Lamongan Kabupaten,Hujan,RENDAH
22/12/2022 20.15.00,Banjir,Trenggalek Kabupaten,Berawan,RENDAH
22/12/2022 20.00.00,Banjir Rob,Situbondo Kabupaten,Berawan,RENDAH
20/12/2022 19.00.00,Banjir,Tuban Kabupaten,Hujan Lebat,SEDANG
16/12/2022 18.00.00,Banjir,Pamekasan Kabupaten,Hujan Ringan,RENDAH
15/12/2022 15.00.00,Banjir,Gresik Kabupaten,Hujan Lebat,SEDANG
15/12/2022 15.00.00,Banjir,Jember Kabupaten,Hujan Lebat,SEDANG
15/12/2022 14.00.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
15/12/2022 13.30.32,Banjir,Malang Kota,Hujan Lebat,RENDAH
14/12/2022 10.00.00,Banjir,Trenggalek Kabupaten,Hujan,RENDAH
14/12/2022 10.00.00,Banjir,Gresik Kabupaten,Hujan,RENDAH
13/12/2022 19.30.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
13/12/2022 14.00.00,Banjir,Blitar Kota,Hujan Lebat,RENDAH
11/12/2022 17.30.00,Banjir,Tuban Kabupaten,Hujan Lebat,RENDAH
06/12/2022 22.00.00,Banjir,Jombang Kabupaten,Hujan Lebat,RENDAH
06/12/2022 17.00.00,Banjir,Jombang Kabupaten,Hujan Lebat,RENDAH
06/12/2022 14.30.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
05/12/2022 19.28.35,Banjir,Batu Kota,Hujan Lebat,RENDAH
05/12/2022 17.00.00,Banjir,Batu Kota,Hujan Intensitas Tinggi,RENDAH
02/12/2022 16.00.00,Banjir,Jombang Kabupaten,Berawan,RENDAH
01/12/2022 06.00.00,Banjir,Gresik Kabupaten,Cerah Berawan,RENDAH
30/11/2022 20.45.00,Banjir,Jombang Kabupaten,Hujan Lebat,RENDAH
30/11/2022 19.00.53,Banjir,Bojonegoro Kabupaten,Hujan Lebat,RENDAH
29/11/2022 19.00.20,Banjir,Tuban Kabupaten,Hujan Lebat,SEDANG
29/11/2022 18.00.00,Banjir,Pasuruan Kota,Hujan,RENDAH
29/11/2022 15.00.00,Banjir,Gresik Kabupaten,Hujan,RENDAH
29/11/2022 13.30.00,Banjir,Malang Kota,Hujan,RENDAH
29/11/2022 12.30.00,Banjir,Pasuruan Kabupaten,Hujan,RENDAH
28/11/2022 22.05.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,SEDANG
28/11/2022 15.30.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
28/11/2022 15.00.00,Banjir,Jember Kabupaten,Hujan Lebat,SEDANG
28/11/2022 06.00.00,Banjir,Sampang Kabupaten,Hujan Lebat,RENDAH
27/11/2022 18.00.00,Banjir,Pasuruan Kota,Hujan Lebat,RENDAH
27/11/2022 18.00.00,Banjir,Sampang Kabupaten,Hujan Lebat,SEDANG
27/11/2022 13.00.00,Banjir,Lamongan Kabupaten,Hujan Lebat,RENDAH
27/11/2022 12.00.00,Banjir,Blitar Kota,Hujan Sedang - Lebat,RENDAH
27/11/2022 11.00.00,Banjir,Pamekasan Kabupaten,Hujan Sedang - Lebat,RENDAH
27/11/2022 09.00.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
26/11/2022 22.26.00,Banjir,Lumajang Kabupaten,Hujan Sedang - Lebat,RENDAH
26/11/2022 20.30.00,Banjir,Lumajang Kabupaten,Hujan,RENDAH
26/11/2022 15.00.00,Banjir,Sumenep Kabupaten,Cerah Berawan,RENDAH
25/11/2022 19.00.00,Banjir,Mojokerto Kabupaten,Cerah Berawan,RENDAH
25/11/2022 18.00.00,Banjir,Madiun Kabupaten,Berawan,RENDAH
25/11/2022 17.00.00,Banjir,Pasuruan Kota,Cerah Berawan,RENDAH
25/11/2022 17.00.00,Banjir,Sidoarjo Kabupaten,Berawan,SEDANG
25/11/2022 17.00.00,Banjir,Malang Kabupaten,Hujan Deras,RENDAH
25/11/2022 06.30.00,Banjir,Bojonegoro Kabupaten,Cerah Berawan,SEDANG
25/11/2022 02.00.00,Banjir,Jombang Kabupaten,Cerah Berawan,SEDANG
25/11/2022 00.30.00,Banjir,Jombang Kabupaten,Hujan Sedang - Lebat,SEDANG
24/11/2022 23.00.00,Banjir,Gresik Kabupaten,Hujan,SEDANG
24/11/2022 21.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
24/11/2022 20.00.00,Banjir,Mojokerto Kabupaten,Hujan Ringan - Sedang,RENDAH
24/11/2022 16.15.00,Banjir,Bojonegoro Kabupaten,Hujan,RENDAH
24/11/2022 16.00.00,Banjir,Gresik Kabupaten,Hujan,SEDANG
24/11/2022 15.00.00,Banjir,Pasuruan Kabupaten,Hujan,RENDAH
24/11/2022 14.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
24/11/2022 14.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
24/11/2022 14.00.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
23/11/2022 15.00.00,Banjir,Jember Kabupaten,Berawan,SEDANG
22/11/2022 14.05.00,Banjir,Jember Kabupaten,Hujan Sedang - Lebat,RENDAH
22/11/2022 13.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
20/11/2022 18.00.00,Banjir,Probolinggo Kota,Hujan,SEDANG
19/11/2022 05.00.00,Banjir,Probolinggo Kabupaten,Hujan,SEDANG
19/11/2022 04.00.00,Banjir,Kediri Kabupaten,Hujan,RENDAH
19/11/2022 04.00.00,Banjir,Lamongan Kabupaten,Hujan,RENDAH
19/11/2022 04.00.00,Banjir,Ngawi Kabupaten,Hujan,RENDAH
19/11/2022 03.23.36,Banjir,Nganjuk Kabupaten,Hujan Lebat,SEDANG
19/11/2022 02.30.00,Banjir,Lamongan Kabupaten,Hujan,SEDANG
19/11/2022 02.00.00,Banjir,Pasuruan Kabupaten,Hujan,RENDAH
19/11/2022 02.00.00,Banjir,Pasuruan Kabupaten,Hujan,SEDANG
19/11/2022 02.00.00,Banjir,Pasuruan Kota,Hujan,RENDAH
18/11/2022 23.00.32,Banjir,Ngawi Kabupaten,Hujan Lebat,RENDAH
18/11/2022 21.00.00,Banjir,Gresik Kabupaten,Hujan,SEDANG
18/11/2022 14.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
17/11/2022 15.00.00,Banjir,Pasuruan Kabupaten,Hujan Ringan - Hujan Lebat,SEDANG
17/11/2022 14.10.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
16/11/2022 17.00.00,Banjir,Tulungagung Kabupaten,Hujan Lebat,SEDANG
14/11/2022 15.30.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
14/11/2022 15.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
13/11/2022 17.30.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
11/11/2022 16.35.00,Banjir,Nganjuk Kabupaten,Hujan Lebat,RENDAH
11/11/2022 16.15.00,Banjir,Jember Kabupaten,Hujan Sedang,RENDAH
11/11/2022 15.30.00,Banjir Bandang,Bojonegoro Kabupaten,Hujan Lebat,SEDANG
11/11/2022 14.00.00,Banjir,Pasuruan Kabupaten,Hujan lebat,RENDAH
11/11/2022 13.45.00,Banjir,Malang Kota,Hujan Lebat,RENDAH
10/11/2022 15.30.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
10/11/2022 14.00.00,Banjir,Malang Kota,Hujan Lebat,RENDAH
09/11/2022 17.00.30,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
09/11/2022 15.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
08/11/2022 21.45.00,Banjir,Jombang Kabupaten,Hujan,SEDANG
08/11/2022 21.00.00,Banjir,Mojokerto Kabupaten,Hujan,RENDAH
07/11/2022 12.00.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
07/11/2022 09.30.00,Banjir,Lumajang Kabupaten,Hujan Lebat,SEDANG
06/11/2022 15.00.00,Banjir,Pacitan Kabupaten,Hujan Lebat,RENDAH
06/11/2022 02.30.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,SEDANG
06/11/2022 01.00.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
05/11/2022 23.00.00,Banjir,Tulungagung Kabupaten,Hujan Lebat,RENDAH
05/11/2022 19.15.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
05/11/2022 15.30.00,Banjir,Malang Kota,Hujan Lebat,RENDAH
04/11/2022 17.30.00,Banjir,Bojonegoro Kabupaten,Hujan,RENDAH
04/11/2022 15.00.00,Banjir,Bojonegoro Kabupaten,Hujan,RENDAH
04/11/2022 14.45.00,Banjir,Ngawi Kabupaten,Hujan,RENDAH
04/11/2022 12.00.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
03/11/2022 19.00.00,Banjir,Lumajang Kabupaten,Hujan Lebat,RENDAH
03/11/2022 19.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,TINGGI
03/11/2022 19.00.00,Banjir dan Tanah Longsor,Malang Kabupaten,Hujan,SEDANG
03/11/2022 17.00.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,SEDANG
02/11/2022 10.00.00,Banjir,Ngawi Kabupaten,Hujan Lebat,RENDAH
02/11/2022 08.00.00,Banjir,Banyuwangi Kabupaten,Hujan Ringan - Lebat,RENDAH
02/11/2022 05.00.00,Banjir,Madiun Kabupaten,Hujan Lebat,RENDAH
02/11/2022 03.30.00,Banjir,Banyuwangi Kabupaten,Hujan Ringan - Sedang,RENDAH
02/11/2022 02.00.00,Banjir,Mojokerto Kabupaten,Hujan Lebat,RENDAH
29/10/2022 02.00.00,Banjir,Batu Kota,Hujan Sedang - Lebat,RENDAH
27/10/2022 03.00.00,Banjir,Bangkalan Kabupaten,Hujan,RENDAH
26/10/2022 19.00.13,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
26/10/2022 03.00.00,Banjir,Bangkalan Kabupaten,Berawan - Hujan Ringan,RENDAH
26/10/2022 01.00.00,Banjir,Sampang Kabupaten,Hujan,RENDAH
25/10/2022 16.00.00,Banjir,Jember Kabupaten,Hujan Deras,RENDAH
25/10/2022 13.00.00,Banjir,Banyuwangi Kabupaten,Hujan,RENDAH
25/10/2022 06.30.00,Banjir,Gresik Kabupaten,Hujan Sedang - Lebat,RENDAH
24/10/2022 15.30.00,Banjir,Bojonegoro Kabupaten,Berawan,RENDAH
24/10/2022 05.25.00,Banjir,Mojokerto Kabupaten,Berawan,RENDAH
23/10/2022 21.50.00,Banjir,Lamongan Kabupaten,Hujan Lebat,RENDAH
23/10/2022 15.30.00,Banjir,Lamongan Kabupaten,Hujan Lebat,RENDAH
23/10/2022 15.30.00,Banjir,Malang Kabupaten,Cerah Berawan,RENDAH
23/10/2022 15.30.00,Banjir,Lamongan Kabupaten,Hujan Lebat,RENDAH
23/10/2022 14.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
23/10/2022 09.00.00,Banjir,Gresik Kabupaten,Berawan,SEDANG
22/10/2022 14.00.00,Banjir,Batu Kota,Hujan Sedang - Lebat,RENDAH
21/10/2022 21.30.43,Banjir,Jombang Kabupaten,Hujan Lebat,RENDAH
21/10/2022 18.00.58,Banjir,Tuban Kabupaten,Hujan Lebat,RENDAH
21/10/2022 18.00.00,Banjir,Ponorogo Kabupaten,Hujan Sedang - Lebat,RENDAH
21/10/2022 15.30.00,Banjir,Tulungagung Kabupaten,Hujan Sedang - Lebat,RENDAH
21/10/2022 14.30.25,Banjir,Tulungagung Kabupaten,Hujan Lebat,RENDAH
20/10/2022 18.30.19,Banjir,Nganjuk Kabupaten,Hujan Sedang,RENDAH
19/10/2022 13.42.31,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
18/10/2022 18.00.00,Banjir,Tuban Kabupaten,Hujan,RENDAH
18/10/2022 09.25.00,Banjir,Banyuwangi Kabupaten,Berawan,RENDAH
18/10/2022 08.00.00,Banjir,Tulungagung Kabupaten,Hujan Lebat,SEDANG
18/10/2022 08.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
18/10/2022 08.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
18/10/2022 08.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
18/10/2022 08.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
18/10/2022 08.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
18/10/2022 08.00.00,Banjir,Ponorogo Kabupaten,Hujan,RENDAH
18/10/2022 07.30.00,Banjir,Kediri Kabupaten,Hujan Lebat,RENDAH
18/10/2022 06.00.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,TINGGI
18/10/2022 06.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
18/10/2022 03.00.00,Banjir,Pacitan Kabupaten,Hujan Sedang,RENDAH
17/10/2022 12.00.00,Banjir,Lumajang Kabupaten,Hujan Lebat,SEDANG
17/10/2022 10.00.00,Banjir Bandang,Malang Kabupaten,Berawan - Hujan Sedang,SEDANG
17/10/2022 07.55.00,Banjir,Malang Kabupaten,Hujan,RENDAH
17/10/2022 07.30.00,Banjir,Malang Kabupaten,Hujan,RENDAH
17/10/2022 07.30.00,Banjir,Malang Kabupaten,Hujan,RENDAH
17/10/2022 07.30.00,Banjir dan Tanah Longsor,Malang Kabupaten,Hujan Lebat,RENDAH
17/10/2022 07.30.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
17/10/2022 05.30.00,Banjir,Banyuwangi Kabupaten,Hujan Ringan,SEDANG
17/10/2022 04.00.00,Banjir,Blitar Kabupaten,Hujan,TINGGI
17/10/2022 04.00.00,Banjir,Malang Kabupaten,Hujan Sedang-Lebat,SEDANG
17/10/2022 04.00.00,Banjir Bandang,Malang Kabupaten,Hujan Deras,SEDANG
16/10/2022 21.00.00,Banjir dan Tanah Longsor,Malang Kabupaten,Hujan Lebat,RENDAH
15/10/2022 08.00.00,Banjir,Banyuwangi Kabupaten,Hujan,SEDANG
15/10/2022 06.30.00,Banjir,Malang Kabupaten,Hujan Lebat,SEDANG
14/10/2022 19.00.00,Banjir,Bojonegoro Kabupaten,Hujan,RENDAH
13/10/2022 05.00.00,Banjir,Pacitan Kabupaten,Hujan Lebat,RENDAH
12/10/2022 08.00.00,Banjir,Pacitan Kabupaten,Hujan,RENDAH
12/10/2022 05.30.23,Banjir,Pacitan Kabupaten,Hujan Lebat,RENDAH
12/10/2022 05.30.00,Banjir,Pacitan Kabupaten,Hujan Sedang - Lebat,RENDAH
12/10/2022 02.30.00,Banjir,Trenggalek Kabupaten,Hujan Sedang - Lebat,RENDAH
11/10/2022 21.00.00,Banjir,Tulungagung Kabupaten,Hujan Lebat,RENDAH
11/10/2022 21.00.00,Banjir,Tulungagung Kabupaten,Hujan Lebat,RENDAH
11/10/2022 06.00.00,Banjir,Trenggalek Kabupaten,Hujan Sedang - Lebat,RENDAH
10/10/2022 15.30.00,Banjir,Blitar Kota,Hujan Lebat,RENDAH
10/10/2022 13.00.00,Banjir Bandang,Blitar Kabupaten,Hujan Lebat,RENDAH
10/10/2022 02.00.00,Banjir,Tulungagung Kabupaten,Hujan Lebat,SEDANG
09/10/2022 23.00.00,Banjir Bandang,Trenggalek Kabupaten,Hujan Lebat,RENDAH
09/10/2022 22.00.00,Banjir,Malang Kabupaten,Hujan,SEDANG
09/10/2022 03.00.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
08/10/2022 08.00.00,Banjir,Pacitan Kabupaten,Cerah Berawan,RENDAH
08/10/2022 08.00.00,Banjir,Pacitan Kabupaten,Hujan Sedang,RENDAH
08/10/2022 07.30.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
08/10/2022 06.00.00,Banjir,Trenggalek Kabupaten,Cerah,SEDANG
08/10/2022 06.00.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
08/10/2022 05.00.00,Banjir,Tulungagung Kabupaten,Berawan,SEDANG
08/10/2022 04.30.00,Banjir,Trenggalek Kabupaten,Hujan Sedang,RENDAH
08/10/2022 04.30.00,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
08/10/2022 04.30.00,Banjir Bandang,Ponorogo Kabupaten,Hujan,RENDAH
08/10/2022 04.00.00,Banjir,Blitar Kabupaten,Hujan Sedang,RENDAH
08/10/2022 04.00.00,Banjir,Trenggalek Kabupaten,Berawan,RENDAH
08/10/2022 03.30.00,Banjir,Trenggalek Kabupaten,Hujan,RENDAH
08/10/2022 03.00.00,Banjir,Ponorogo Kabupaten,Hujan Lebat,RENDAH
08/10/2022 00.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
07/10/2022 18.00.00,Banjir,Batu Kota,Hujan Lebat,RENDAH
07/10/2022 18.00.00,Banjir,Batu Kota,Hujan Lebat,RENDAH
07/10/2022 18.00.00,Banjir,Batu Kota,Hujan Lebat,RENDAH
07/10/2022 18.00.00,Banjir,Lumajang Kabupaten,Hujan Lebat,SEDANG
07/10/2022 17.00.00,Banjir,Batu Kota,Hujan Lebat,RENDAH
07/10/2022 16.00.00,Banjir,Tulungagung Kabupaten,Hujan Lebat,RENDAH
06/10/2022 14.10.00,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
04/10/2022 02.00.38,Banjir,Malang Kabupaten,Hujan Lebat,RENDAH
03/10/2022 06.00.00,Banjir,Trenggalek Kabupaten,Berawan,RENDAH
03/10/2022 03.00.00,Banjir,Tulungagung Kabupaten,Berawan,RENDAH
02/10/2022 16.00.00,Banjir,Batu Kota,Hujan Lebat,RENDAH
01/10/2022 19.00.00,Banjir,Kediri Kota,Hujan Sedang - Lebat,RENDAH
01/10/2022 16.30.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
26/09/2022 11.15.19,Banjir,Trenggalek Kabupaten,Hujan Lebat,RENDAH
26/09/2022 11.00.00,Banjir,Pacitan Kabupaten,Hujan Lebat,RENDAH
15/09/2022 10.19.39,Banjir,Trenggalek Kabupaten,Hujan,RENDAH
11/09/2022 15.00.00,Banjir,Malang Kabupaten,Hujan ringan,RENDAH
11/09/2022 14.00.00,Banjir,Banyuwangi Kabupaten,Hujan,RENDAH
11/09/2022 03.00.06,Banjir,Lumajang Kabupaten,Hujan Lebat,SEDANG
14/08/2022 23.00.00,Banjir,Pasuruan Kabupaten,Hujan Lebat,RENDAH
13/08/2022 11.00.00,Banjir Rob,Pasuruan Kota,Cerah Berawan,RENDAH
15/07/2022 11.20.00,Banjir Rob,Pasuruan Kota,Cerah,RENDAH
15/07/2022 10.30.00,Banjir Rob,Gresik Kabupaten,Cerah,SEDANG
15/07/2022 08.30.00,Banjir Rob,Pasuruan Kabupaten,Berawan,RENDAH
14/07/2022 09.35.00,Banjir Rob,Pasuruan Kota,Cerah Berawan,SEDANG
14/07/2022 09.00.00,Banjir Rob,Probolinggo Kabupaten,Cerah Berawan,RENDAH
13/07/2022 09.15.19,Banjir Rob,Gresik Kabupaten,Berawan,RENDAH
13/07/2022 07.30.07,Banjir Rob,Probolinggo Kabupaten,Cerah Berawan,RENDAH
11/07/2022 02.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
06/07/2022 09.30.00,Banjir,Banyuwangi Kabupaten,Berawan,RENDAH
06/07/2022 04.00.00,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
06/07/2022 03.00.00,Banjir,Sidoarjo Kabupaten,Hujan Sedang,RENDAH
06/07/2022 02.00.00,Banjir,Lamongan Kabupaten,Hujan Lebat,RENDAH
06/07/2022 01.00.00,Banjir,Gresik Kabupaten,Hujan Lebat,SEDANG
02/07/2022 11.38.56,Banjir,Lumajang Kabupaten,Hujan Sedang - Lebat,RENDAH
30/06/2022 10.40.00,Banjir Rob,Probolinggo Kabupaten,Cerah Berawan,RENDAH
29/06/2022 09.00.00,Banjir Rob,Probolinggo Kabupaten,Cerah Berawan,RENDAH
28/06/2022 08.15.00,Banjir Rob,Probolinggo Kabupaten,Cerah Berawan,RENDAH
19/06/2022 02.00.00,Banjir,Banyuwangi Kabupaten,Hujan Lebat,RENDAH
17/06/2022 17.00.29,Banjir,Malang Kota,Hujan Lebat,RENDAH
17/06/2022 10.00.00,Banjir Rob,Gresik Kabupaten,Berawan,RENDAH
16/06/2022 10.00.00,Banjir Rob,Probolinggo Kabupaten,Cerah Berawan,RENDAH
16/06/2022 10.00.00,Banjir Rob,Sampang Kabupaten,Cerah Berawan,RENDAH
16/06/2022 10.00.00,Banjir Rob,Gresik Kabupaten,Cerah Berawan,RENDAH
16/06/2022 09.00.00,Banjir Rob,Situbondo Kabupaten,Berawan,SEDANG
15/06/2022 15.00.06,Banjir Rob,Gresik Kabupaten,Berawan,RENDAH
15/06/2022 10.00.00,Banjir Rob,Probolinggo Kabupaten,Berawan,RENDAH
15/06/2022 09.00.00,Banjir Rob,Probolinggo Kabupaten,Berawan,RENDAH
13/06/2022 08.54.17,Banjir Rob,Pasuruan Kota,Hujan Lebat,RENDAH
13/06/2022 05.20.59,Banjir,Sidoarjo Kabupaten,Hujan Lebat,RENDAH
09/06/2022 15.00.00,Banjir,Jember Kabupaten,Hujan Lebat.,RENDAH
08/06/2022 14.00.00,Banjir,Lumajang Kabupaten,Hujan Lebat,RENDAH
03/06/2022 12.25.00,Banjir Rob,Gresik Kabupaten,Cerah,RENDAH
01/06/2022 23.00.00,Banjir,Ponorogo Kabupaten,Berawan,RENDAH
01/06/2022 02.30.00,Banjir,Jember Kabupaten,Hujan,RENDAH
01/06/2022 02.00.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
01/06/2022 02.00.00,Banjir,Probolinggo Kabupaten,Berawan,RENDAH
31/05/2022 23.30.00,Banjir,Ponorogo Kabupaten,Berawan - Hujan Ringan,RENDAH
31/05/2022 23.00.00,Banjir,Ponorogo Kabupaten,Berawan,RENDAH
31/05/2022 20.00.00,Banjir,Probolinggo Kota,Hujan Ringan,RENDAH
27/05/2022 05.30.00,Banjir,Gresik Kabupaten,Hujan Lebat,RENDAH
26/05/2022 18.40.00,Banjir,Sumenep Kabupaten,Berawan,SEDANG
26/05/2022 14.00.00,Banjir,Pacitan Kabupaten,Berawan,RENDAH
26/05/2022 12.00.00,Banjir,Probolinggo Kabupaten,Hujan Lebat,SEDANG
26/05/2022 07.30.00,Banjir,Probolinggo Kota,Hujan Lebat,RENDAH
23/05/2022 11.55.43,Banjir Rob,Tuban Kabupaten,Berawan,RENDAH
20/05/2022 15.00.00,Banjir,Jember Kabupaten,Hujan Lebat,RENDAH
